ADRAR,422.28,295.6,422.28,401.17
CHLEF,450.0,315.0,450.0,427.5
LAGHOUAT,449.54,314.68,449.54,427.06
O.E.BOUAGHI,450.0,315.0,450.0,427.5
BATNA,449.49,314.64,449.49,427.01
BEJAIA,450.0,315.0,450.0,427.5
BISKRA,320.0,224.0,320.0,304.0
BEC HAR,441.82,309.28,441.82,419.73
BLIDA,450.0,315.0,450.0,427.5
BOUIRA,450.0,315.0,450.0,427.5
TAMAN RASSET,446.29,312.4,446.29,423.97
TEBESSA,449.35,314.55,449.35,426.89
TLEMCEN,450.0,315.0,450.0,427.5
TIARET,450.0,315.0,450.0,427.5
TIZI.OUZOU,450.0,315.0,450.0,427.5
ALGER,450.0,315.0,450.0,427.5
DJELFA,449.79,314.85,449.79,427.3
JIJEL,450.0,315.0,450.0,427.5
SETIF,450.0,315.0,450.0,427.5
SAIDA,450.0,315.0,450.0,427.5
SKIKDA,450.0,315.0,450.0,427.5
SBABBES,450.0,315.0,450.0,427.5
ANNABA,450.0,315.0,450.0,427.5
GUELMA,450.0,315.0,450.0,427.5
CONSTANTINE,450.0,315.0,450.0,427.5
MEDEA,450.0,315.0,450.0,427.5
MOSTAGANEM,450.0,315.0,450.0,427.5
MSILA,450.0,315.0,450.0,427.5
MA SCARA,450.0,315.0,450.0,427.5
OUARGLA,407.02,284.91,407.02,386.67
ORAN,450.0,315.0,450.0,427.5
EL-BAYADH,449.62,314.73,449.62,427.14
ILLIZI,449.52,314.67,449.52,427.05
B.B.ARRERIDJ,450.0,315.0,450.0,427.5
BOUMERDES,450.0,315.0,450.0,427.5
EL-TARF,450.0,315.0,450.0,427.5
TINDOUF,449.73,314.81,449.73,427.25
TISSEMSlLT,450.0,315.0,450.0,427.5
EL-OUED,373.15,261.2,373.15,354.49
KHENCHELA,447.63,313.34,447.63,425.25
SOUK-AHRAS,450.0,315.0,450.0,427.5
TIPAZA,450.0,315.0,450.0,427.5
MILA,450.0,315.0,450.0,427.5
AIN-DEFLA,449.69,314.78,449.69,427.2
NAAMA,450.0,315.0,450.0,427.5
A.TEMOUCHENT,432.68,302.87,432.68,411.04
GHARDAIA,450.0,315.0,450.0,427.5
RELIZANE,450.0,315.0,450.0,427.5