ADRAR,129.73,90.81,129.73,123.24
CHLEF,127.99,89.59,127.99,121.59
LAGHOUAT,120.48,84.33,120.48,114.45
O.E.BOUAGHI,124.29,87.0,124.29,118.08
BATNA,120.19,84.14,120.19,114.19
BEJAIA,128.2,89.74,128.2,121.79
BISKRA,70.0,49.0,70.0,66.5
BECHAR,129.45,90.61,129.45,122.98
BLIDA,122.01,85.41,122.01,115.91
BOURA,129.62,90.73,129.62,123.14
TAMANRASSET,128.89,90.22,128.89,122.45
TEBESSA,128.94,90.26,128.94,122.5
TLEMCEN,117.05,81.93,117.05,111.19
TIARET,120.84,84.59,120.84,114.8
TIZI-OUZOU,128.96,90.27,128.96,122.51
ALGER,117.12,81.98,117.12,111.26
DJELFA,128.26,89.78,128.26,121.85
JIJEL,109.76,76.83,109.76,104.27
SETIF,108.32,75.82,108.32,102.9
SAIDA,126.18,88.32,126.18,119.87
SKIKDA,127.16,89.01,127.16,120.8
S.B.ABBES,125.58,87.91,125.58,119.3
ANNABA,125.44,87.81,125.44,119.16
GUELMA,129.0,90.3,129.0,122.55
CONSTANTINE,129.85,90.89,129.85,123.36
MEDEA,128.23,89.76,128.23,121.82
MOSTAGANEM,86.56,60.6,86.56,82.24
M'SILA,127.23,89.06,127.23,120.87
MASCARA,119.92,83.95,119.92,113.93
Ã”UARGLA,129.97,90.98,129.97,123.47
ORAN,129.07,90.35,129.07,122.62
EL-BAYADH,129.76,90.83,129.76,123.27
ILLIZI,129.94,90.96,129.94,123.45
B.B.ARRERIDJ,129.61,90.72,129.61,123.13
BOUMERDES,114.97,80.48,114.97,109.22
EL.TARF,127.49,89.24,127.49,121.12
TINDOUF,129.92,90.95,129.92,123.43
TISSEMSILT,130.0,91.0,130.0,123.5
EL.OUED,126.57,88.6,126.57,120.24
KHENCHELA,128.23,89.76,128.23,121.82
SOUK.AHRAS,128.96,90.28,128.96,122.52
TIPAZA,111.0,77.7,111.0,105.45
MILA,125.23,87.66,125.23,118.97
AIN.DEFLA,110.54,77.37,110.54,105.01
NAAMA,128.88,90.22,128.88,122.44
A.TEMOUCHENT,125.01,87.51,125.01,118.76
GHARDAIA,128.1,89.67,128.1,121.7
RELIZANE,128.86,90.2,128.86,122.42